GivenName,LastName,Position,TigerPlayBegin1,TigerPlayStop1,TigerPlayBegin2,TigerPlayStop2,TigerPlayBegin3,BirthDate,BirthPlace,DeathDate,DeathPlace,URL,Image,Caption,Source,Column 17
Baldy,Louden, IF,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,,,,,,,,,,,,
Shane,Loux, P,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
Slim,Love, P,1919-01-01T00:00:00Z,1920-01-01T00:00:00Z,,,,,,,,,,,,
Torey,Lovullo, IF,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,,,,,,,,,,,,
Grover,Lowdermilk, P,1915-01-01T00:00:00Z,1916-01-01T00:00:00Z,,,,,,,,,,,,
Bobby,Lowe, IF,1904-01-01T00:00:00Z,1907-01-01T00:00:00Z,,,,,,,,,,,,
Dwight,Lowry, C,1984-01-01T00:00:00Z,1987-01-01T00:00:00Z,,,,,,,,,,,,
Willie,Ludolph, P,1924-01-01T00:00:00Z,,,,,,,,,,,,,
Urbano,Lugo, P,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Jerry,Lumpe, IF,1964-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Don,Lund, OF,1949-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,,
Scott,Lusader, OF,1987-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Lush, OF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Red,Lynn, P,1939-01-01T00:00:00Z,,,,,,,,,,,,,
Fred,Lynn, OF,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,,,,,,,,,,,,
Brandon,Lyon, P,2009-01-01T00:00:00Z,,,,,,,,,,,,,
Duke,Maas, P,1955-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Frank,MacCormack, P,1976-01-01T00:00:00Z,,,,,,,,,,,,,
Rob,MacDonald, P,1993-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Machemer, IF,1979-01-01T00:00:00Z,,,,,,,,,,,,,
José,Macías, IF,1999-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Morris,Madden, P,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Elliott,Maddox, OF,1970-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Madison, P,1952-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Scotti,Madison, IF,1985-01-01T00:00:00Z,1986-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Madlock, IF,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Wendell,Magee, OF,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Maharg, IF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Mickey,Mahler, P,1985-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Maier, IF,1945-01-01T00:00:00Z,,,,,,,,,,,,,
Alex,Main, P,1914-01-01T00:00:00Z,,,,,,,,,,,,,
George,Maisel, OF,1916-01-01T00:00:00Z,,,,,,,,,,,,,
Tom,Makowski, P,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Herm,Malloy, P,1907-01-01T00:00:00Z,1908-01-01T00:00:00Z,,,,,,,,,,,,
Harry,Malmberg, IF,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Hal,Manders,P,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,
Vincent,Maney, IF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Clyde,Manion, C,1920-01-01T00:00:00Z,1927-01-01T00:00:00Z,,,,,,,,,,,,
Phil,Mankowski, IF,1976-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Jeff,Manto, IF,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Jerry,Manuel, IF,1975-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
Heinie,Manush, OF,1923-01-01T00:00:00Z,1927-01-01T00:00:00Z,,,,,,,,,,,,
Cliff,Mapes, OF,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Firpo,Marberry, P,1933-01-01T00:00:00Z,1935-01-01T00:00:00Z,,,,,,,,,,,,
Leo,Marentette, P,1965-01-01T00:00:00Z,,,,,,,,,,,,,
Dick,Marlowe, P,1951-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Maroth, P,2002-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Buck,Marrow, P,1932-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Marshall, P,1967-01-01T00:00:00Z,,,,,,,,,,,,,
Luis,Marte, P,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Martin, IF,1958-01-01T00:00:00Z,,,,,,,,,,,,,
John,Martin, P,1983-01-01T00:00:00Z,,,,,,,,,,,,,
Ramón,Martínez, IF,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Víctor,Martínez, C,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Roger,Mason, P,1984-01-01T00:00:00Z,,,,,,,,,,,,,
Walt,Masterson, P,1956-01-01T00:00:00Z,,,,,,,,,,,,,
Tom,Matchick, IF,1967-01-01T00:00:00Z,1969-01-01T00:00:00Z,,,,,,,,,,,,
Eddie,Mathews, IF,1967-01-01T00:00:00Z,1968-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Mavis,,1949-01-01T00:00:00Z,,,,,,,,,,,,,
Brian,Maxcy, P,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Maxwell, OF,1955-01-01T00:00:00Z,1962-01-01T00:00:00Z,,,,,,,,,,,,
Milt,May, C,1976-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Cameron,Maybin, OF,2007-01-01T00:00:00Z,,,,,,,,,,,,,
Eddie,Mayo, IF,1944-01-01T00:00:00Z,1948-01-01T00:00:00Z,,,,,,,,,,,,
Sport,McAllister, OF,1901-01-01T00:00:00Z,1903-01-01T00:00:00Z,,,,,,,,,,,,
Dick,McAuliffe, IF,1960-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Macay,McBride, P,2007-01-01T00:00:00Z,,,,,,,,,,,,,
Arch,McCarthy, P,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Barney,McCosky, OF,1939-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,,
Benny,McCoy, IF,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Ed,McCreery, P,1914-01-01T00:00:00Z,,,,,,,,,,,,,
Lance,McCullers, P,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Jeff,McCurry, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Mickey,McDermott, P,1958-01-01T00:00:00Z,,,,,,,,,,,,,
Red,McDermott, OF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Allen,McDill, P,2000-01-01T00:00:00Z,,,,,,,,,,,,,
John,McDonald, IF,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Orlando,McFarlane, C,1966-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,McGarr, IF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Dan,McGarvey, OF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Pat,McGehee, P,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Deacon,McGuire,C,1902-01-01T00:00:00Z,1903-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,,,,,,,,
John,McHale, IF,1943-01-01T00:00:00Z,1948-01-01T00:00:00Z,,,,,,,,,,,,
Matty,McIntyre, OF,1904-01-01T00:00:00Z,1910-01-01T00:00:00Z,,,,,,,,,,,,
Archie,McKain, P,1939-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
Red,McKee, C,1913-01-01T00:00:00Z,1916-01-01T00:00:00Z,,,,,,,,,,,,
Denny,McLain, P,1963-01-01T00:00:00Z,1970-01-01T00:00:00Z,,,,,,,,,,,,
Pat,McLaughlin, P,1937-01-01T00:00:00Z,,1945-01-01T00:00:00Z,,,,,,,,,,,
Wayne,McLeland, P,1951-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,,,,,,,,,
Sam,McMackin, P,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Don,McMahon, P,1968-01-01T00:00:00Z,1969-01-01T00:00:00Z,,,,,,,,,,,,
Frank,McManus, C,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Marty,McManus, IF,1927-01-01T00:00:00Z,1931-01-01T00:00:00Z,,,,,,,,,,,,
Billy,McMillon, OF,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,,,,,,,,,
Fred,McMullin, IF,1914-01-01T00:00:00Z,,,,,,,,,,,,,
Carl,McNabb, PH,1945-01-01T00:00:00Z,,,,,,,,,,,,,
Eric,McNair, IF,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Norm,McRae, P,1969-01-01T00:00:00Z,1970-01-01T00:00:00Z,,,,,,,,,,,,
Bill,McTigue, P,1916-01-01T00:00:00Z,,,,,,,,,,,,,
Rusty,Meacham, P,1991-01-01T00:00:00Z,,,,,,,,,,,,,
Chris,Mears, P,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Phil,Meeler, P,1972-01-01T00:00:00Z,,,,,,,,,,,,,
Mitch,Meluskey, C,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Melvin, C,1985-01-01T00:00:00Z,,,,,,,,,,,,,
Orlando,Mercado, C,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Win,Mercer, P,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Herm,Merritt, IF,1921-01-01T00:00:00Z,,,,,,,,,,,,,
José,Mesa, P,2007-01-01T00:00:00Z,,,,,,,,,,,,,
Scat,Metha, IF,1940-01-01T00:00:00Z,,,,,,,,,,,,,
Charlie,Metro, OF,1943-01-01T00:00:00Z,1944-01-01T00:00:00Z,,,,,,,,,,,,
Dan,Meyer, IF,1974-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
Dutch,Meyer, IF,1940-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Dan,Miceli, P,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Gene,Michael, IF,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Middleton, P,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Ed,Mierkowicz, OF,1945-01-01T00:00:00Z,1948-01-01T00:00:00Z,,,,,,,,,,,,
Andrew,Miller, P,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Miller, P,1953-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Miller, P,1973-01-01T00:00:00Z,,,,,,,,,,,,,
Eddie,Miller, OF,1982-01-01T00:00:00Z,,,,,,,,,,,,,
Hack,Miller, C,1944-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
Matt,Miller, P,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Orlando,Miller, IF,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Roscoe,Miller, P,1901-01-01T00:00:00Z,1902-01-01T00:00:00Z,,,,,,,,,,,,
Trever,Miller, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Zach,Miner, P,2006-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Clarence,Mitchell, P,1911-01-01T00:00:00Z,,,,,,,,,,,,,
Willie,Mitchell, P,1916-01-01T00:00:00Z,1919-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Mlicki, P,1999-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,,,,,,,,,
Brian,Moehler, P,1996-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Herb,Moford, P,1958-01-01T00:00:00Z,,,,,,,,,,,,,
John,Mohardt, OF,1922-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Molinaro, OF,1975-06-17T00:00:00Z,,1977-01-01T00:00:00Z,,1983-01-01T00:00:00Z,,,,,,,,,
Bill,Monbouquette, P,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Sid,Monge, P,1984-01-01T00:00:00Z,,,,,,,,,,,,,
Craig,Monroe, OF,2002-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Manny,Montejo, P,1961-01-01T00:00:00Z,,,,,,,,,,,,,
Anse,Moore, OF,1946-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Moore, P,1925-01-01T00:00:00Z,,,,,,,,,,,,,
Jackie,Moore, C,1965-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Moore, P,1993-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,,,
Roy,Moore, P,1922-01-01T00:00:00Z,1923-01-01T00:00:00Z,,,,,,,,,,,,
Jake,Mooty, P,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Jerry,Morales, OF,1979-01-01T00:00:00Z,,,,,,,,,,,,,
Harry,Moran, P,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Keith,Moreland, OF,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Chet,Morgan, OF,1935-01-01T00:00:00Z,1938-01-01T00:00:00Z,,,,,,,,,,,,
Tom,Morgan, P,1958-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,,,
George,Moriarty, IF,1909-01-01T00:00:00Z,1915-01-01T00:00:00Z,,,,,,,,,,,,
Hal,Morris, IF,2000-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Morris, P,1977-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Warren,Morris, IF,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Morrisette, P,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Morrison, IF,1987-01-01T00:00:00Z,1988-01-01T00:00:00Z,,,,,,,,,,,,
Bubba,Morton, OF,1961-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Lloyd,Moseby, OF,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Jerry,Moses, C,1974-01-01T00:00:00Z,,,,,,,,,,,,,
John,Moses, OF,1991-01-01T00:00:00Z,,,,,,,,,,,,,
Don,Mossi, P,1959-01-01T00:00:00Z,1963-01-01T00:00:00Z,,,,,,,,,,,,
Les,Mueller, P,1941-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Mullen, IF,1926-01-01T00:00:00Z,,,,,,,,,,,,,
George,Mullin, P,1902-01-01T00:00:00Z,1913-01-01T00:00:00Z,,,,,,,,,,,,
Pat,Mullin, OF,1940-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Munoz, P,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,,,,,
Eric,Munson, IF,2000-01-01T00:00:00Z,2004-01-01T00:00:00Z,,,,,,,,,,,,
John,Murphy, IF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Dwayne,Murphy, OF,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Heath,Murray, P,2001-01-01T00:00:00Z,,,,,,,,,,,,,
Glenn,Myatt, C,1936-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Myers, P,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Russ,Nagelson, OF,1970-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Nahorodny, C,1983-01-01T00:00:00Z,,,,,,,,,,,,,
Kid,Nance, OF,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Ray,Narleski, P,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Julio,Navarro, P,1964-01-01T00:00:00Z,1966-01-01T00:00:00Z,,,,,,,,,,,,
Bots,Nekola, P,1933-01-01T00:00:00Z,,,,,,,,,,,,,
Lynn,Nelson, P,1940-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Ness, IF,1911-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Nettles, OF,1974-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Neun, IF,1925-01-01T00:00:00Z,1928-01-01T00:00:00Z,,,,,,,,,,,,
Phil,Nevin, IF,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Hal,Newhouser, P,1939-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Bobo,Newsom, P,1939-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
Fu-Te,Ni, P,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Simon,Nicholls, IF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Fred,Nicholson, OF,1917-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Niekro, P,1970-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Nieman, OF,1953-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,,
Melvin,Nieves, OF,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Ron,Nischwitz,P,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,
C. J.,Nitkowski,P,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,1999-01-01T00:00:00Z,2001-01-01T00:00:00Z,,,,,,,,,,
Matt,Nokes, C,1986-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Dickie,Noles, P,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Hideo,Nomo, P,2000-01-01T00:00:00Z,,,,,,,,,,,,,
Lou,North, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Northrup, OF,1964-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Greg,Norton, IF,2004-01-01T00:00:00Z,,,,,,,,,,,,,
Randy,Nosek, P,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Roberto,Novoa, P,2004-01-01T00:00:00Z,,,,,,,,,,,,,
Edwin,Núñez, P,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
John,O'Connell, IF,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Charley,O'Leary, IF,1904-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,,,,,,,,,
Ollie,O'Mara, IF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Randy,O'Neal, P,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,,,,,,,,,,,,
Frank,O'Rourke, IF,1924-01-01T00:00:00Z,1926-01-01T00:00:00Z,,,,,,,,,,,,
Prince,Oana, P,1943-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
Ben,Oglivie, OF,1974-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Okrie, P,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Red,Oldham, P,1914-01-01T00:00:00Z,1922-01-01T00:00:00Z,,,,,,,,,,,,
Omar,Olivares, P,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Lester,Oliveros, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Andrew,Oliver, P,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Oliver, C,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,,,,,,,,,,,,
Ole,Olsen, P,1922-01-01T00:00:00Z,1923-01-01T00:00:00Z,,,,,,,,,,,,
Gregg,Olson, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Karl,Olson, OF,1957-01-01T00:00:00Z,,,,,,,,,,,,,
Eddie,Onslow, IF,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,,,,,,,,,,,,
Jack,Onslow, C,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Magglio,Ordóñez, OF,2005-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Orengo, IF,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Orrell, P,1943-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,,,
José,Ortega, P,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Bobo,Osborne, IF,1957-01-01T00:00:00Z,1962-01-01T00:00:00Z,,,,,,,,,,,,
Jimmy,Outlaw, OF,1943-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,,,,,,,,,,
Stubby,Overmire, P,1943-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Owen, P,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Marv,Owen, IF,1931-01-01T00:00:00Z,1937-01-01T00:00:00Z,,,,,,,,,,,,
Ray,Oyler, IF,1965-01-01T00:00:00Z,1968-01-01T00:00:00Z,,,,,,,,,,,,
John,Pacella, P,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Phil,Page, P,1928-01-01T00:00:00Z,1930-01-01T00:00:00Z,,,,,,,,,,,,
David,Palmer, P,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Dean,Palmer, IF,1999-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
José,Paniagua, P,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Stan,Papi, IF,1980-01-01T00:00:00Z,1981-01-01T00:00:00Z,,,,,,,,,,,,
Craig,Paquette, IF,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Paredes, IF,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Mark,Parent, C,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Clay,Parker, P,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Salty,Parker, IF,1936-01-01T00:00:00Z,,,,,,,,,,,,,
Slicker,Parks, P,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Lance,Parrish, C,1977-01-01T00:00:00Z,1986-01-01T00:00:00Z,,,,,,,,,,,,
Dixie,Parsons, C,1939-01-01T00:00:00Z,1943-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Partenheimer, IF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Pasek, C,1933-01-01T00:00:00Z,,,,,,,,,,,,,
Larry,Pashnick, P,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Patrick, OF,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Daryl,Patterson, P,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z,,,,,,,,,,,,
Danny,Patterson, P,2000-01-01T00:00:00Z,2004-01-01T00:00:00Z,,,,,,,,,,,,
Jarrod,Patterson, IF,2001-01-01T00:00:00Z,,,,,,,,,,,,,
David,Pauley, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Fred,Payne, C,1906-01-01T00:00:00Z,1908-01-01T00:00:00Z,,,,,,,,,,,,
Terry,Pearson, P,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Marv,Peasley, P,1910-01-01T00:00:00Z,,,,,,,,,,,,,
Al,Pedrique, IF,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Rudy,Pemberton, OF,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Brayan,Peña, C,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Carlos,Peña, IF,2002-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Orlando,Peña, P,1965-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Ramón,Peña, P,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Shannon,Penn, DH,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Brad,Penny, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Gene,Pentz, P,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Pepper,Peploski, IF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Don,Pepper, IF,1966-01-01T00:00:00Z,,,,,,,,,,,,,
Jhonny,Peralta, IF,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Troy,Percival, P,2005-01-01T00:00:00Z,,,,,,,,,,,,,
Hernán,Pérez, 2B,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Neifi,Pérez, IF,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Timo,Pérez, OF,2007-01-01T00:00:00Z,,,,,,,,,,,,,
Matt,Perisho, P,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Cy,Perkins, C,1934-01-01T00:00:00Z,,,,,,,,,,,,,
Hub,Pernoll, P,1910-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,,,,,,,,,
Ron,Perranoski, P,1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,,,,,,,,,,,,
Pol,Perritt, P,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Boyd,Perry, IF,1941-01-01T00:00:00Z,,,,,,,,,,,,,
Clay,Perry, IF,1908-01-01T00:00:00Z,,,,,,,,,,,,,
Hank,Perry, OF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Perry, P,1973-01-01T00:00:00Z,,,,,,,,,,,,,
Ryan,Perry, P,2009-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Johnny,Pesky, IF,1952-01-01T00:00:00Z,1954-01-01T00:00:00Z,,,,,,,,,,,,
John,Peters, C,1915-01-01T00:00:00Z,,,,,,,,,,,,,
Rick,Peters, OF,1979-01-01T00:00:00Z,1981-01-01T00:00:00Z,,,,,,,,,,,,
Ben,Petrick, C,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Dan,Petry,P,1979-01-01T00:00:00Z,1987-01-01T00:00:00Z,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,
Gary,Pettis,OF,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,,
Adam,Pettyjohn, P,2001-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Philley, OF,1957-01-01T00:00:00Z,,,,,,,,,,,,,
Bubba,Phillips, IF,1955-01-01T00:00:00Z,,1963-01-01T00:00:00Z,1964-01-01T00:00:00Z,,,,,,,,,,
Eddie,Phillips, C,1929-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Phillips, IF,1955-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Red,Phillips, P,1934-01-01T00:00:00Z,1936-01-01T00:00:00Z,,,,,,,,,,,,
Tony,Phillips, OF,1990-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Pierce, P,1945-01-01T00:00:00Z,1948-01-01T00:00:00Z,,,,,,,,,,,,
Jack,Pierce, IF,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Tony,Piet, IF,1938-01-01T00:00:00Z,,,,,,,,,,,,,
